"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상"
"경기도 광주시 경안동(4161051000)","29,055","29,055","2,644","2,571","3,453","4,493","4,851","4,600","3,779","1,795","775","91","3"
"경기도 광주시 송정동(4161052000)","21,265","21,265","1,196","1,893","2,449","2,527","3,416","4,044","3,476","1,559","632","72","1"
"경기도 광주시 쌍령동(4161054000)","17,888","17,888","1,584","1,590","2,079","2,452","3,124","3,112","2,511","1,007","382","44","3"
"경기도 광주시 탄벌동(4161055000)","40,837","40,837","2,515","3,823","4,730","4,847","6,869","7,906","6,567","2,530","950","95","5"
"경기도 광주시 광남1동(4161056000)","32,682","32,682","2,222","2,386","3,754","4,610","5,396","5,907","5,217","2,229","852","105","4"
"경기도 광주시 광남2동(4161057000)","33,608","33,608","4,269","4,545","2,801","4,704","7,624","4,565","3,105","1,424","504","61","6"
"경기도 광주시 오포1동(4161058000)","21,423","21,423","2,085","1,717","1,917","3,074","3,961","3,498","3,099","1,411","577","80","4"
"경기도 광주시 오포2동(4161059000)","33,621","33,621","2,745","3,852","3,756","4,086","6,296","5,888","4,066","1,952","873","101","6"
"경기도 광주시 신현동(4161060000)","36,548","36,548","3,024","2,389","4,061","6,652","6,983","5,672","4,811","2,025","800","125","6"
"경기도 광주시 능평동(4161061000)","23,201","23,201","1,939","1,696","2,385","3,633","4,374","3,605","3,321","1,529","614","102","3"
"경기도 양주시 (4163000000)","265,155","265,155","21,420","26,688","29,431","33,543","43,699","44,629","36,506","18,496","9,346","1,344","53"
"경기도 양주시 백석읍(4163025000)","25,288","25,288","976","2,251","2,773","2,104","3,284","5,062","4,901","2,387","1,340","207","3"
"경기도 양주시 은현면(4163031000)","5,450","5,450","110","243","532","434","535","1,070","1,419","667","377","63","0"
"경기도 양주시 남면(4163032000)","6,519","6,519","273","325","684","704","681","1,124","1,512","729","396","88","3"
"경기도 양주시 광적면(4163033000)","11,188","11,188","430","764","1,045","1,012","1,377","2,332","2,455","1,097","588","84","4"
"경기도 양주시 장흥면(4163034000)","11,744","11,744","489","467","1,119","1,186","1,278","2,014","2,656","1,492","858","176","9"
"경기도 양주시 양주1동(4163051000)","4,801","4,801","142","258","410","419","464","858","1,166","634","384","65","1"
"경기도 양주시 양주2동(4163052000)","50,697","50,697","3,647","6,652","5,806","4,753","9,353","8,738","6,047","3,748","1,721","221","11"
"경기도 양주시 회천1동(4163053000)","9,121","9,121","548","639","1,296","1,091","1,198","1,635","1,524","748","396","42","4"
"경기도 양주시 회천2동(4163054000)","34,352","34,352","2,498","2,940","4,107","4,838","5,071","6,200","5,148","2,296","1,137","111","6"
"경기도 양주시 회천3동(4163055000)","25,505","25,505","1,595","2,865","3,618","2,696","3,959","4,928","3,006","1,677","1,023","131","7"
"경기도 양주시 옥정1동(4163057000)","28,755","28,755","3,253","2,849","3,053","5,024","5,441","4,007","2,960","1,493","593","79","3"
"경기도 양주시 옥정2동(4163058000)","51,735","51,735","7,459","6,435","4,988","9,282","11,058","6,661","3,712","1,528","533","77","2"
"경기도 포천시 (4165000000)","143,690","143,690","6,695","10,613","16,171","13,813","17,549","27,902","29,192","13,046","7,533","1,134","42"
"경기도 포천시 소흘읍(4165025000)","43,431","43,431","2,260","4,358","5,511","4,085","6,173","8,978","7,456","2,855","1,486","256","13"
"경기도 포천시 군내면(4165031000)","8,399","8,399","475","510","820","1,018","1,002","1,542","1,736","784","433","78","1"
"경기도 포천시 내촌면(4165032000)","4,359","4,359","78","133","368","323","404","980","1,212","507","312","40","2"
"경기도 포천시 가산면(4165033000)","7,253","7,253","153","337","608","565","720","1,668","1,919","750","458","74","1"
"경기도 포천시 신북면(4165034000)","11,828","11,828","495","781","1,200","1,115","1,379","2,320","2,698","1,136","607","94","3"
"경기도 포천시 창수면(4165035000)","2,075","2,075","36","61","171","91","151","371","608","328","233","25","0"
"경기도 포천시 영중면(4165036000)","4,692","4,692","132","209","348","288","415","866","1,273","667","445","48","1"
"경기도 포천시 일동면(4165037000)","9,151","9,151","374","643","880","769","1,078","1,461","2,029","1,140","654","121","2"
"경기도 포천시 이동면(4165038000)","5,785","5,785","391","285","701","839","548","733","1,170","681","389","47","1"
"경기도 포천시 영북면(4165039000)","7,785","7,785","493","394","875","863","785","1,101","1,606","915","653","96","4"
"경기도 포천시 관인면(4165040000)","2,567","2,567","29","99","175","116","187","453","718","475","281","30","4"
"경기도 포천시 화현면(4165041000)","2,581","2,581","171","131","225","313","259","374","579","297","203","28","1"
"경기도 포천시 포천동(4165051000)","19,295","19,295","1,035","1,677","2,469","2,071","2,471","3,830","3,368","1,463","801","105","5"
"경기도 포천시 선단동(4165052000)","14,489","14,489","573","995","1,820","1,357","1,977","3,225","2,820","1,048","578","92","4"
"경기도 여주시 (4167000000)","114,344","114,344","6,277","9,395","11,296","11,269","15,533","20,267","21,681","11,384","6,225","982","35"
"경기도 여주시 가남읍(4167025000)","14,448","14,448","693","1,101","1,406","1,463","1,987","2,632","2,788","1,464","801","112","1"
"경기도 여주시 점동면(4167031000)","4,779","4,779","176","257","356","300","402","862","1,179","739","425","78","5"
"경기도 여주시 흥천면(4167032000)","5,032","5,032","132","256","341","319","468","864","1,352","797","426","74","3"
"경기도 여주시 금사면(4167033000)","2,922","2,922","68","125","154","182","239","507","851","477","267","50","2"
"경기도 여주시 세종대왕면(4167034500)","5,926","5,926","193","352","426","424","614","962","1,485","852","521","97","0"
"경기도 여주시 대신면(4167035000)","6,681","6,681","148","352","487","404","528","1,130","1,785","1,033","698","108","8"
"경기도 여주시 북내면(4167036000)","4,726","4,726","105","297","362","263","468","922","1,170","621","446","69","3"
"경기도 여주시 강천면(4167037000)","4,279","4,279","94","243","293","270","412","889","1,063","623","329","61","2"
"경기도 여주시 산북면(4167038000)","2,583","2,583","83","256","173","170","233","394","639","377","222","35","1"
"경기도 여주시 여흥동(4167051000)","20,905","20,905","1,014","1,751","2,574","2,123","3,093","3,864","3,697","1,768","893","123","5"
"경기도 여주시 중앙동(4167052000)","24,050","24,050","2,032","2,537","2,852","3,131","3,923","4,087","3,182","1,532","675","98","1"
"경기도 여주시 오학동(4167053000)","18,013","18,013","1,539","1,868","1,872","2,220","3,166","3,154","2,490","1,101","522","77","4"
"경기도 연천군 (4180000000)","41,639","41,639","2,086","2,833","4,559","3,945","4,383","6,580","8,633","4,928","3,237","442","13"
"경기도 연천군 연천읍(4180025000)","7,836","7,836","628","431","1,028","1,073","771","1,093","1,289","843","597","79","4"
"경기도 연천군 전곡읍(4180025300)","18,057","18,057","1,122","1,740","2,030","1,949","2,379","2,942","3,180","1,594","956","158","7"
"경기도 연천군 군남면(4180031000)","2,987","2,987","57","135","283","159","240","485","779","470","340","38","1"
"경기도 연천군 청산면(4180032000)","4,196","4,196","115","169","564","266","382","683","1,066","547","356","47","1"
"경기도 연천군 백학면(4180033000)","2,504","2,504","56","129","175","152","201","445","659","370","291","26","0"
"경기도 연천군 미산면(4180034000)","1,690","1,690","34","65","105","114","104","290","521","274","157","26","0"
"경기도 연천군 왕징면(4180035000)","995","995","16","42","59","60","73","132","244","217","135","17","0"
"경기도 연천군 신서면(4180036000)","2,492","2,492","41","84","241","117","181","362","655","463","308","40","0"
"경기도 연천군 중면(4180037000)","165","165","3","9","23","17","10","20","45","22","14","2","0"
"경기도 연천군 장남면(4180038000)","717","717","14","29","51","38","42","128","195","128","83","9","0"
"경기도 가평군 (4182000000)","62,125","62,125","2,789","4,369","5,685","5,415","7,438","10,767","13,593","7,357","4,095","596","21"
"경기도 가평군 가평읍(4182025000)","20,261","20,261","1,064","1,709","2,095","1,980","2,700","3,480","3,769","2,026","1,256","174","8"
"경기도 가평군 설악면(4182031000)","9,629","9,629","436","734","846","768","1,039","1,571","2,307","1,172","638","116","2"
"경기도 가평군 청평면(4182032500)","13,600","13,600","489","853","1,174","1,014","1,706","2,548","2,961","1,783","937","130","5"
"경기도 가평군 상면(4182033000)","5,516","5,516","124","209","424","370","499","1,034","1,547","833","414","61","1"
"경기도 가평군 조종면(4182034500)","9,380","9,380","573","688","936","1,063","1,156","1,494","1,955","950","501","61","3"
"경기도 가평군 북면(4182035000)","3,739","3,739","103","176","210","220","338","640","1,054","593","349","54","2"
"경기도 양평군 (4183000000)","124,822","124,822","6,436","10,291","9,920","10,447","16,027","21,282","26,762","14,884","7,547","1,193","33"
"경기도 양평군 양평읍(4183025000)","34,616","34,616","2,256","3,496","3,663","3,624","5,207","6,027","5,722","2,921","1,468","228","4"
"경기도 양평군 강상면(4183031000)","10,127","10,127","741","924","710","939","1,572","1,573","1,975","1,122","493","77","1"
"경기도 양평군 강하면(4183032000)","4,892","4,892","162","208","322","326","468","832","1,424","779","318","51","2"
"경기도 양평군 양서면(4183033000)","14,108","14,108","641","1,150","1,148","1,132","1,662","2,517","3,106","1,784","842","121","5"
"경기도 양평군 옥천면(4183034000)","8,161","8,161","385","599","614","690","1,016","1,422","1,873","992","493","75","2"
"경기도 양평군 서종면(4183035000)","10,050","10,050","517","889","580","748","1,460","1,792","2,280","1,225","480","79","0"
"경기도 양평군 단월면(4183036000)","3,911","3,911","95","222","212","240","372","664","1,074","623","358","50","1"
"경기도 양평군 청운면(4183037000)","3,811","3,811","87","148","194","194","330","629","1,088","660","414","65","2"
"경기도 양평군 양동면(4183038000)","4,599","4,599","112","202","248","262","364","793","1,327","759","445","83","4"
"경기도 양평군 지평면(4183039500)","6,856","6,856","196","348","400","365","606","1,145","1,927","1,104","635","125","5"
"경기도 양평군 용문면(4183040000)","18,543","18,543","1,063","1,805","1,499","1,609","2,405","3,003","3,651","2,132","1,187","184","5"
"경기도 양평군 개군면(4183041000)","5,148","5,148","181","300","330","318","565","885","1,315","783","414","55","2"
"강원특별자치도  (5100000000)","1,529,500","1,529,500","91,797","129,596","164,471","158,670","210,385","261,255","275,286","141,293","83,867","12,476","404"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","286,645","286,645","19,074","26,096","37,141","34,274","40,992","46,687","44,381","21,913","13,895","2,122","70"
"강원특별자치도 춘천시 신북읍(5111025000)","7,254","7,254","234","372","605","607","781","1,242","1,676","907","706","119","5"
"강원특별자치도 춘천시 동면(5111031000)","19,302","19,302","1,577","2,572","1,907","1,927","3,432","3,116","2,886","1,134","613","135","3"
"강원특별자치도 춘천시 동산면(5111032000)","1,414","1,414","24","46","88","80","108","202","445","220","178","22","1"
"강원특별자치도 춘천시 신동면(5111033000)","2,572","2,572","82","149","184","172","265","452","675","300","256","36","1"
"강원특별자치도 춘천시 남면(5111034000)","1,075","1,075","14","30","39","49","81","188","317","193","132","31","1"
"강원특별자치도 춘천시 서면(5111035000)","3,676","3,676","75","130","200","205","273","623","1,068","599","413","86","4"
"강원특별자치도 춘천시 사북면(5111036000)","2,429","2,429","46","119","150","113","169","386","748","380","271","44","3"
"강원특별자치도 춘천시 북산면(5111038000)","951","951","11","15","28","30","53","164","321","196","119","14","0"
"강원특별자치도 춘천시 동내면(5111039000)","16,845","16,845","1,061","1,616","1,932","2,094","2,646","2,821","2,648","1,182","718","124","3"
"강원특별자치도 춘천시 남산면(5111040000)","3,344","3,344","70","116","188","206","319","584","964","529","314","52","2"
"강원특별자치도 춘천시 교동(5111052000)","3,695","3,695","95","152","1,083","416","330","463","545","368","213","30","0"
"강원특별자치도 춘천시 조운동(5111053000)","2,554","2,554","62","114","319","267","309","393","528","301","224","37","0"
"강원특별자치도 춘천시 약사명동(5111054500)","5,434","5,434","536","419","555","975","818","731","703","410","248","36","3"
"강원특별자치도 춘천시 근화동(5111057000)","8,465","8,465","801","645","986","1,539","1,061","1,124","1,183","616","452","55","3"
"강원특별자치도 춘천시 소양동(5111058000)","8,814","8,814","592","745","1,021","1,089","1,216","1,495","1,397","727","471","58","3"
"강원특별자치도 춘천시 후평1동(5111060000)","11,141","11,141","383","756","1,756","1,234","1,330","1,784","2,029","1,051","730","84","4"
"강원특별자치도 춘천시 후평2동(5111061000)","14,162","14,162","1,062","1,335","2,004","1,980","2,023","2,252","1,835","935","627","105","4"
"강원특별자치도 춘천시 후평3동(5111061100)","19,929","19,929","1,415","1,793","2,385","2,450","2,835","3,274","3,100","1,570","955","147","5"
"강원특별자치도 춘천시 효자1동(5111062000)","4,182","4,182","253","359","468","400","615","686","725","382","258","36","0"
"강원특별자치도 춘천시 효자2동(5111063000)","12,183","12,183","285","608","3,447","1,248","1,227","1,689","1,732","1,084","766","92","5"
"강원특별자치도 춘천시 효자3동(5111064000)","4,398","4,398","109","208","1,081","572","447","599","664","398","290","29","1"
"강원특별자치도 춘천시 석사동(5111065000)","33,776","33,776","1,821","3,901","4,967","3,483","5,132","6,165","4,545","2,182","1,371","206","3"
"강원특별자치도 춘천시 퇴계동(5111066000)","47,619","47,619","3,605","5,294","5,920","5,620","7,707","8,215","6,453","2,817","1,720","265","3"
"강원특별자치도 춘천시 강남동(5111067500)","25,708","25,708","2,291","2,178","2,964","3,661","3,969","4,223","3,722","1,714","853","125","8"
"강원특별자치도 춘천시 신사우동(5111070500)","25,723","25,723","2,570","2,424","2,864","3,857","3,846","3,816","3,472","1,718","997","154","5"
"강원특별자치도 원주시 (5113000000)","361,426","361,426","25,816","34,701","42,566","45,446","55,943","62,160","54,536","23,815","14,217","2,165","61"
"강원특별자치도 원주시 문막읍(5113025000)","17,728","17,728","889","1,496","1,840","1,736","2,601","3,435","3,068","1,546","956","155","6"
